Datum,Nachricht
2023-05-09T22:00:00.000+02:00,XAUUSD 120 bar#4164 | Timeout: kein Fractal innerhalb 15 Kerzen
2023-05-11T04:00:00.000+02:00,XAUUSD 120 bar#4179 | ADX PASS: chart=20.2 daily=18.3
2023-05-11T08:00:00.000+02:00,XAUUSD 120 bar#4181 | ADX BLOCK: chart=19.8 daily=18.3 threshold=20
2023-05-16T20:00:00.000+02:00,XAUUSD 120 bar#4223 | ADX PASS: chart=21.2 daily=17.6
2023-05-24T04:00:00.000+02:00,XAUUSD 120 bar#4287 | ADX BLOCK: chart=19.6 daily=17 threshold=20
2023-05-25T20:00:00.000+02:00,XAUUSD 120 bar#4307 | ADX PASS: chart=20.5 daily=17.2
2023-05-26T10:00:00.000+02:00,XAUUSD 120 bar#4314 | ADX BLOCK: chart=19.6 daily=18 threshold=20
2023-05-29T00:00:00.000+02:00,XAUUSD 120 bar#4321 | ADX PASS: chart=20.2 daily=18.8
2023-05-31T02:00:00.000+02:00,XAUUSD 120 bar#4345 | ADX BLOCK: chart=19.5 daily=19.4 threshold=20
2023-05-31T18:00:00.000+02:00,XAUUSD 120 bar#4353 | ADX PASS: chart=20.7 daily=19.4
2023-06-06T16:00:00.000+02:00,XAUUSD 120 bar#4400 | ADX BLOCK: chart=19.8 daily=16.4 threshold=20
2023-06-08T16:00:00.000+02:00,XAUUSD 120 bar#4424 | ADX PASS: chart=20.3 daily=16.3
2023-06-09T10:00:00.000+02:00,XAUUSD 120 bar#4433 | ADX BLOCK: chart=19.6 daily=16.5 threshold=20
2023-06-09T14:00:00.000+02:00,XAUUSD 120 bar#4435 | ADX PASS: chart=20.4 daily=16.5
2023-06-12T06:00:00.000+02:00,XAUUSD 120 bar#4443 | ADX BLOCK: chart=19.8 daily=16.6 threshold=20
2023-06-12T12:00:00.000+02:00,XAUUSD 120 bar#4446 | ADX PASS: chart=20.5 daily=16.6
2023-06-12T14:00:00.000+02:00,XAUUSD 120 bar#4447 | ADX BLOCK: chart=19.9 daily=16.6 threshold=20
2023-06-13T22:00:00.000+02:00,XAUUSD 120 bar#4463 | ADX PASS: chart=20.4 daily=17.8
2023-06-14T10:00:00.000+02:00,XAUUSD 120 bar#4469 | ADX BLOCK: chart=19.2 daily=17.8 threshold=20
2023-06-15T02:00:00.000+02:00,XAUUSD 120 bar#4477 | ADX PASS: chart=20.1 daily=18.5
2023-06-16T18:00:00.000+02:00,XAUUSD 120 bar#4497 | ADX BLOCK: chart=19.8 daily=19.9 threshold=20
2023-06-21T08:00:00.000+02:00,XAUUSD 120 bar#4527 | ADX PASS: chart=20.6 daily=22.8
2023-06-28T00:00:00.000+02:00,XAUUSD 120 bar#4583 | ADX BLOCK: chart=19.7 daily=30.6 threshold=20
2023-06-28T14:00:00.000+02:00,XAUUSD 120 bar#4590 | ADX PASS: chart=21.3 daily=30.6
2023-07-05T10:00:00.000+02:00,XAUUSD 120 bar#4647 | ADX BLOCK: chart=19.4 daily=35 threshold=20
2023-07-07T20:00:00.000+02:00,XAUUSD 120 bar#4676 | ADX PASS: chart=20.8 daily=35.9
2023-07-10T22:00:00.000+02:00,XAUUSD 120 bar#4689 | ADX BLOCK: chart=19.9 daily=35.8 threshold=20
2023-07-11T12:00:00.000+02:00,XAUUSD 120 bar#4696 | ADX PASS: chart=21.2 daily=35.8
2023-07-11T18:00:00.000+02:00,XAUUSD 120 bar#4699 | ADX BLOCK: chart=19.5 daily=35.8 threshold=20
2023-07-12T04:00:00.000+02:00,XAUUSD 120 bar#4704 | ADX PASS: chart=20.3 daily=34.9
2023-07-17T10:00:00.000+02:00,XAUUSD 120 bar#4743 | ADX BLOCK: chart=19.7 daily=28.3 threshold=20
2023-07-17T16:00:00.000+02:00,XAUUSD 120 bar#4746 | ADX PASS: chart=20.2 daily=28.3
2023-07-17T20:00:00.000+02:00,XAUUSD 120 bar#4748 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2023-07-17T20:00:00.000+02:00,XAUUSD 120 bar#4748 | waiting=true (Long)
2023-07-18T04:00:00.000+02:00,XAUUSD 120 bar#4752 | ADX BLOCK: chart=18.9 daily=26.5 threshold=20
2023-07-18T16:00:00.000+02:00,XAUUSD 120 bar#4758 | ADX PASS: chart=22.1 daily=26.5
2023-07-19T02:00:00.000+02:00,XAUUSD 120 bar#4763 | Timeout: kein Fractal innerhalb 15 Kerzen
2023-07-24T10:00:00.000+02:00,XAUUSD 120 bar#4803 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2023-07-24T10:00:00.000+02:00,XAUUSD 120 bar#4803 | waiting=true (Long)
2023-07-25T10:00:00.000+02:00,XAUUSD 120 bar#4815 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2023-07-25T16:00:00.000+02:00,XAUUSD 120 bar#4818 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2023-07-25T16:00:00.000+02:00,XAUUSD 120 bar#4818 | Timeout: kein Fractal innerhalb 15 Kerzen
2023-07-27T00:00:00.000+02:00,XAUUSD 120 bar#4834 | ADX BLOCK: chart=19.3 daily=21.7 threshold=20
2023-07-27T08:00:00.000+02:00,XAUUSD 120 bar#4838 | ADX PASS: chart=20.5 daily=21.7
2023-07-28T16:00:00.000+02:00,XAUUSD 120 bar#4854 | ADX BLOCK: chart=19.9 daily=20.3 threshold=20
2023-08-01T18:00:00.000+02:00,XAUUSD 120 bar#4879 | ADX PASS: chart=20.8 daily=18
2023-08-02T12:00:00.000+02:00,XAUUSD 120 bar#4888 | ADX BLOCK: chart=18.8 daily=16.9 threshold=20
2023-08-02T18:00:00.000+02:00,XAUUSD 120 bar#4891 | ADX PASS: chart=21 daily=16.9
2023-08-07T16:00:00.000+02:00,XAUUSD 120 bar#4926 | ADX BLOCK: chart=19.3 daily=15.2 threshold=20
2023-08-08T22:00:00.000+02:00,XAUUSD 120 bar#4941 | ADX PASS: chart=20.1 daily=14.2
2023-08-09T02:00:00.000+02:00,XAUUSD 120 bar#4943 | ADX BLOCK: chart=19.8 daily=14.2 threshold=20
2023-08-09T18:00:00.000+02:00,XAUUSD 120 bar#4951 | ADX PASS: chart=20.4 daily=14.2
2023-08-10T20:00:00.000+02:00,XAUUSD 120 bar#4964 | ADX BLOCK: chart=19 daily=14.6 threshold=20
2023-08-15T00:00:00.000+02:00,XAUUSD 120 bar#4990 | ADX PASS: chart=20.1 daily=16.5
2023-08-21T16:00:00.000+02:00,XAUUSD 120 bar#5046 | ADX BLOCK: chart=18.9 daily=22.2 threshold=20
2023-08-22T08:00:00.000+02:00,XAUUSD 120 bar#5054 | ADX PASS: chart=21.4 daily=23.7
2023-08-22T20:00:00.000+02:00,XAUUSD 120 bar#5060 | ADX BLOCK: chart=19.9 daily=23.7 threshold=20
2023-08-23T16:00:00.000+02:00,XAUUSD 120 bar#5070 | ADX PASS: chart=22.2 daily=24.4
2023-08-28T04:00:00.000+02:00,XAUUSD 120 bar#5100 | ADX BLOCK: chart=19.6 daily=21.6 threshold=20
2023-08-29T00:00:00.000+02:00,XAUUSD 120 bar#5110 | ADX PASS: chart=21 daily=20.7
2023-09-05T06:00:00.000+02:00,XAUUSD 120 bar#5172 | ADX BLOCK: chart=19.9 daily=19.2 threshold=20
2023-09-05T10:00:00.000+02:00,XAUUSD 120 bar#5174 | ADX PASS: chart=20.7 daily=19.2
2023-09-12T08:00:00.000+02:00,XAUUSD 120 bar#5233 | ADX BLOCK: chart=19.5 daily=14.5 threshold=20
2023-09-12T14:00:00.000+02:00,XAUUSD 120 bar#5236 | ADX PASS: chart=20.5 daily=14.5
2023-09-20T12:00:00.000+02:00,XAUUSD 120 bar#5307 | ADX BLOCK: chart=19.8 daily=13.3 threshold=20
2023-09-20T14:00:00.000+02:00,XAUUSD 120 bar#5308 | ADX PASS: chart=21.3 daily=13.3
2023-09-21T08:00:00.000+02:00,XAUUSD 120 bar#5317 | ADX BLOCK: chart=19.6 daily=14 threshold=20
2023-09-21T12:00:00.000+02:00,XAUUSD 120 bar#5319 | ADX PASS: chart=20.3 daily=14
2023-09-22T08:00:00.000+02:00,XAUUSD 120 bar#5329 | ADX BLOCK: chart=19.4 daily=13.4 threshold=20
2023-09-26T16:00:00.000+02:00,XAUUSD 120 bar#5357 | ADX PASS: chart=20.8 daily=11.9
2023-10-24T20:00:00.000+02:00,XAUUSD 120 bar#5599 | ADX BLOCK: chart=19.6 daily=31 threshold=20
2023-11-03T21:00:00.000+01:00,XAUUSD 120 bar#5696 | ADX PASS: chart=20.8 daily=33.4
2023-11-06T06:00:00.000+01:00,XAUUSD 120 bar#5700 | ADX BLOCK: chart=19.4 daily=33.4 threshold=20
2023-11-07T08:00:00.000+01:00,XAUUSD 120 bar#5713 | ADX PASS: chart=20.5 daily=33
2023-11-09T14:00:00.000+01:00,XAUUSD 120 bar#5740 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2023-11-09T14:00:00.000+01:00,XAUUSD 120 bar#5740 | waiting=true (Long)
2023-11-10T20:00:00.000+01:00,XAUUSD 120 bar#5755 | Timeout: kein Fractal innerhalb 15 Kerzen
2023-11-13T16:00:00.000+01:00,XAUUSD 120 bar#5765 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2023-11-13T16:00:00.000+01:00,XAUUSD 120 bar#5765 | waiting=true (Long)
2023-11-14T06:00:00.000+01:00,XAUUSD 120 bar#5772 | ADX BLOCK: chart=19.4 daily=24.6 threshold=20
2023-11-14T16:00:00.000+01:00,XAUUSD 120 bar#5777 | ADX PASS: chart=22.1 daily=24.6
2023-11-14T22:00:00.000+01:00,XAUUSD 120 bar#5780 | Timeout: kein Fractal innerhalb 15 Kerzen
2023-11-20T20:00:00.000+01:00,XAUUSD 120 bar#5827 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2023-11-20T20:00:00.000+01:00,XAUUSD 120 bar#5827 | waiting=true (Long)
2023-11-21T00:00:00.000+01:00,XAUUSD 120 bar#5829 | ADX BLOCK: chart=19.9 daily=21.5 threshold=20
2023-11-21T02:00:00.000+01:00,XAUUSD 120 bar#5830 | ADX PASS: chart=20.5 daily=21.5
2023-11-22T02:00:00.000+01:00,XAUUSD 120 bar#5842 | Timeout: kein Fractal innerhalb 15 Kerzen
2023-11-23T12:00:00.000+01:00,XAUUSD 120 bar#5859 | ADX BLOCK: chart=20 daily=21.8 threshold=20
2023-11-24T18:00:00.000+01:00,XAUUSD 120 bar#5873 | ADX PASS: chart=21.4 daily=22
2023-12-06T00:00:00.000+01:00,XAUUSD 120 bar#5958 | ADX BLOCK: chart=19.9 daily=34.5 threshold=20
2023-12-08T18:00:00.000+01:00,XAUUSD 120 bar#5991 | ADX PASS: chart=21.1 daily=38.2
2023-12-13T18:00:00.000+01:00,XAUUSD 120 bar#6027 | ADX BLOCK: chart=19.1 daily=36.8 threshold=20
2023-12-13T20:00:00.000+01:00,XAUUSD 120 bar#6028 | ADX PASS: chart=22.1 daily=36.8
2023-12-18T18:00:00.000+01:00,XAUUSD 120 bar#6063 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2023-12-18T18:00:00.000+01:00,XAUUSD 120 bar#6063 | waiting=true (Long)
2023-12-19T06:00:00.000+01:00,XAUUSD 120 bar#6069 | ADX BLOCK: chart=19.7 daily=37.6 threshold=20
2023-12-19T14:00:00.000+01:00,XAUUSD 120 bar#6073 | ADX PASS: chart=20.7 daily=37.6
2023-12-20T00:00:00.000+01:00,XAUUSD 120 bar#6078 | Timeout: kein Fractal innerhalb 15 Kerzen
2023-12-21T10:00:00.000+01:00,XAUUSD 120 bar#6095 | ADX BLOCK: chart=19.9 daily=38.3 threshold=20
2023-12-21T14:00:00.000+01:00,XAUUSD 120 bar#6097 | ADX PASS: chart=20.7 daily=38.3
2023-12-29T22:00:00.000+01:00,XAUUSD 120 bar#6161 | ADX BLOCK: chart=19.9 daily=43.2 threshold=20
2024-01-03T14:00:00.000+01:00,XAUUSD 120 bar#6181 | ADX PASS: chart=21.5 daily=43.8
2024-01-05T14:00:00.000+01:00,XAUUSD 120 bar#6205 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-01-05T14:00:00.000+01:00,XAUUSD 120 bar#6205 | waiting=true (Long)
2024-01-08T20:00:00.000+01:00,XAUUSD 120 bar#6220 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-01-09T10:00:00.000+01:00,XAUUSD 120 bar#6227 | ADX BLOCK: chart=19 daily=40.2 threshold=20
2024-01-12T16:00:00.000+01:00,XAUUSD 120 bar#6266 | ADX PASS: chart=21.4 daily=36.5
2024-01-22T10:00:00.000+01:00,XAUUSD 120 bar#6334 | ADX BLOCK: chart=19.8 daily=28.1 threshold=20
2024-01-23T22:00:00.000+01:00,XAUUSD 120 bar#6352 | ADX PASS: chart=20.5 daily=24.9
2024-01-25T14:00:00.000+01:00,XAUUSD 120 bar#6372 | ADX BLOCK: chart=19.2 daily=23.1 threshold=20
2024-01-29T08:00:00.000+01:00,XAUUSD 120 bar#6393 | ADX PASS: chart=20.7 daily=20
2024-02-06T14:00:00.000+01:00,XAUUSD 120 bar#6468 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-02-06T14:00:00.000+01:00,XAUUSD 120 bar#6468 | waiting=true (Long)
2024-02-07T06:00:00.000+01:00,XAUUSD 120 bar#6476 | ADX BLOCK: chart=20 daily=19 threshold=20
2024-02-07T20:00:00.000+01:00,XAUUSD 120 bar#6483 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-02-09T16:00:00.000+01:00,XAUUSD 120 bar#6505 | ADX PASS: chart=20.8 daily=17.9
2024-02-19T20:00:00.000+01:00,XAUUSD 120 bar#6579 | ADX BLOCK: chart=19.7 daily=15.6 threshold=20
2024-02-20T14:00:00.000+01:00,XAUUSD 120 bar#6587 | ADX PASS: chart=20.1 daily=14.6
2024-02-22T20:00:00.000+01:00,XAUUSD 120 bar#6614 | ADX BLOCK: chart=19.1 daily=13.8 threshold=20
2024-02-29T08:00:00.000+01:00,XAUUSD 120 bar#6668 | ADX PASS: chart=20.5 daily=14.4
2024-02-29T10:00:00.000+01:00,XAUUSD 120 bar#6669 | ADX BLOCK: chart=19.3 daily=14.4 threshold=20
2024-02-29T14:00:00.000+01:00,XAUUSD 120 bar#6671 | ADX PASS: chart=20.1 daily=14.4
2024-03-13T13:00:00.000+01:00,XAUUSD 120 bar#6779 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-03-13T13:00:00.000+01:00,XAUUSD 120 bar#6779 | waiting=true (Long)
2024-03-14T19:00:00.000+01:00,XAUUSD 120 bar#6794 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-03-15T13:00:00.000+01:00,XAUUSD 120 bar#6803 | ADX BLOCK: chart=19.9 daily=38.4 threshold=20
2024-03-15T21:00:00.000+01:00,XAUUSD 120 bar#6807 | ADX PASS: chart=20.3 daily=39.1
2024-03-18T11:00:00.000+01:00,XAUUSD 120 bar#6814 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-03-18T11:00:00.000+01:00,XAUUSD 120 bar#6814 | waiting=true (Long)
2024-03-18T15:00:00.000+01:00,XAUUSD 120 bar#6816 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-03-18T17:00:00.000+01:00,XAUUSD 120 bar#6817 | ADX BLOCK: chart=19.8 daily=39.1 threshold=20
2024-03-19T17:00:00.000+01:00,XAUUSD 120 bar#6829 | ADX PASS: chart=20.8 daily=39
2024-03-19T17:00:00.000+01:00,XAUUSD 120 bar#6829 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-03-19T19:00:00.000+01:00,XAUUSD 120 bar#6830 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-03-19T19:00:00.000+01:00,XAUUSD 120 bar#6830 | waiting=true (Long)
2024-03-20T13:00:00.000+01:00,XAUUSD 120 bar#6839 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-03-21T01:00:00.000+01:00,XAUUSD 120 bar#6845 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-03-22T13:00:00.000+01:00,XAUUSD 120 bar#6863 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-03-22T13:00:00.000+01:00,XAUUSD 120 bar#6863 | waiting=true (Long)
2024-03-25T01:00:00.000+01:00,XAUUSD 120 bar#6869 | ADX BLOCK: chart=20 daily=41.7 threshold=20
2024-03-25T19:00:00.000+01:00,XAUUSD 120 bar#6878 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-03-28T13:00:00.000+01:00,XAUUSD 120 bar#6911 | ADX PASS: chart=21.6 daily=44.2
2024-04-11T14:00:00.000+02:00,XAUUSD 120 bar#7019 | ADX BLOCK: chart=19.8 daily=59.1 threshold=20
2024-04-11T22:00:00.000+02:00,XAUUSD 120 bar#7023 | ADX PASS: chart=20.2 daily=59.9
2024-04-15T18:00:00.000+02:00,XAUUSD 120 bar#7045 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-04-15T18:00:00.000+02:00,XAUUSD 120 bar#7045 | waiting=true (Long)
2024-04-16T10:00:00.000+02:00,XAUUSD 120 bar#7053 | ADX BLOCK: chart=19.4 daily=61.6 threshold=20
2024-04-17T00:00:00.000+02:00,XAUUSD 120 bar#7060 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-04-19T16:00:00.000+02:00,XAUUSD 120 bar#7092 | ADX PASS: chart=21.2 daily=62.6
2024-04-24T18:00:00.000+02:00,XAUUSD 120 bar#7129 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-04-24T18:00:00.000+02:00,XAUUSD 120 bar#7129 | waiting=true (Long)
2024-04-25T02:00:00.000+02:00,XAUUSD 120 bar#7133 | ADX BLOCK: chart=20 daily=55.5 threshold=20
2024-04-26T00:00:00.000+02:00,XAUUSD 120 bar#7144 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-04-30T14:00:00.000+02:00,XAUUSD 120 bar#7175 | ADX PASS: chart=20.9 daily=49.2
2024-05-01T14:00:00.000+02:00,XAUUSD 120 bar#7187 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-05-01T14:00:00.000+02:00,XAUUSD 120 bar#7187 | waiting=true (Long)
2024-05-01T20:00:00.000+02:00,XAUUSD 120 bar#7190 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-05-02T18:00:00.000+02:00,XAUUSD 120 bar#7201 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-05-02T20:00:00.000+02:00,XAUUSD 120 bar#7202 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-05-03T18:00:00.000+02:00,XAUUSD 120 bar#7213 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-05-03T18:00:00.000+02:00,XAUUSD 120 bar#7213 | waiting=true (Long)
2024-05-03T18:00:00.000+02:00,XAUUSD 120 bar#7213 | PENDING Long: entry=2320.55 sl=2298.82
2024-05-03T18:00:00.000+02:00,XAUUSD 120 bar#7213 | QTY CAPPED: 4.5897 → 4.2978 (equity=9973.33 lev=1)
2024-05-03T18:00:00.000+02:00,XAUUSD 120 bar#7213 | ENTRY Long: stop=2320.56 sl=2298.82 qty=4.2978
2024-05-06T08:00:00.000+02:00,"XAUUSD 120 bar#7220 | FILL: Position offen, trail_sl=2298.82"
2024-05-06T08:00:00.000+02:00,XAUUSD 120 bar#7220 | PARTIAL Long: 50%
2024-05-06T08:00:00.000+02:00,XAUUSD 120 bar#7220 | BREAKEVEN Long: sl=2320.55
2024-05-07T06:00:00.000+02:00,XAUUSD 120 bar#7231 | ADX BLOCK: chart=19.8 daily=35 threshold=20
2024-05-09T22:00:00.000+02:00,XAUUSD 120 bar#7263 | ADX PASS: chart=21 daily=29.3
2024-05-14T10:00:00.000+02:00,XAUUSD 120 bar#7293 | ADX BLOCK: chart=19.9 daily=28.4 threshold=20
2024-05-15T10:00:00.000+02:00,XAUUSD 120 bar#7305 | ADX PASS: chart=20.4 daily=27.7
2024-05-16T22:00:00.000+02:00,XAUUSD 120 bar#7323 | ADX BLOCK: chart=20 daily=28.3 threshold=20
2024-05-17T18:00:00.000+02:00,XAUUSD 120 bar#7333 | ADX PASS: chart=22.4 daily=28.3
2024-05-22T00:00:00.000+02:00,XAUUSD 120 bar#7360 | ADX BLOCK: chart=19.8 daily=31.7 threshold=20
2024-05-22T18:00:00.000+02:00,XAUUSD 120 bar#7369 | ADX PASS: chart=20.1 daily=31.7
2024-05-27T12:00:00.000+02:00,XAUUSD 120 bar#7402 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-05-30T14:00:00.000+02:00,XAUUSD 120 bar#7438 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-05-31T08:00:00.000+02:00,XAUUSD 120 bar#7447 | ADX BLOCK: chart=20 daily=21.9 threshold=20
2024-06-04T16:00:00.000+02:00,XAUUSD 120 bar#7475 | ADX PASS: chart=20 daily=19.3
2024-06-05T10:00:00.000+02:00,XAUUSD 120 bar#7484 | ADX BLOCK: chart=19.6 daily=18 threshold=20
2024-06-05T22:00:00.000+02:00,XAUUSD 120 bar#7490 | ADX PASS: chart=20.2 daily=17
2024-06-12T04:00:00.000+02:00,XAUUSD 120 bar#7541 | ADX BLOCK: chart=19 daily=16.7 threshold=20
2024-06-12T18:00:00.000+02:00,XAUUSD 120 bar#7548 | ADX PASS: chart=21.2 daily=16.7
2024-06-12T22:00:00.000+02:00,XAUUSD 120 bar#7550 | ADX BLOCK: chart=19.8 daily=15.7 threshold=20
2024-06-14T18:00:00.000+02:00,XAUUSD 120 bar#7572 | ADX PASS: chart=20.6 daily=15.3
2024-06-17T06:00:00.000+02:00,XAUUSD 120 bar#7578 | ADX BLOCK: chart=19.6 daily=14.5 threshold=20
2024-06-20T08:00:00.000+02:00,XAUUSD 120 bar#7614 | ADX PASS: chart=21.6 daily=12.6
2024-06-25T02:00:00.000+02:00,XAUUSD 120 bar#7647 | ADX BLOCK: chart=19.8 daily=11.6 threshold=20
2024-06-26T10:00:00.000+02:00,XAUUSD 120 bar#7663 | ADX PASS: chart=20.4 daily=11.2
2024-07-01T04:00:00.000+02:00,XAUUSD 120 bar#7696 | ADX BLOCK: chart=19.7 daily=9.8 threshold=20
2024-07-03T14:00:00.000+02:00,XAUUSD 120 bar#7725 | ADX PASS: chart=20.5 daily=8.8
2024-07-09T14:00:00.000+02:00,XAUUSD 120 bar#7772 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-07-09T14:00:00.000+02:00,XAUUSD 120 bar#7772 | waiting=true (Long)
2024-07-10T06:00:00.000+02:00,XAUUSD 120 bar#7780 | ADX BLOCK: chart=19.4 daily=14.9 threshold=20
2024-07-10T14:00:00.000+02:00,XAUUSD 120 bar#7784 | ADX PASS: chart=20.5 daily=14.9
2024-07-10T20:00:00.000+02:00,XAUUSD 120 bar#7787 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-07-23T10:00:00.000+02:00,XAUUSD 120 bar#7890 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-07-23T10:00:00.000+02:00,XAUUSD 120 bar#7890 | waiting=true (Long)
2024-07-23T16:00:00.000+02:00,XAUUSD 120 bar#7893 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-07-24T08:00:00.000+02:00,XAUUSD 120 bar#7901 | ADX BLOCK: chart=19.7 daily=29.6 threshold=20
2024-07-24T16:00:00.000+02:00,XAUUSD 120 bar#7905 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-07-25T04:00:00.000+02:00,XAUUSD 120 bar#7911 | ADX PASS: chart=21.4 daily=29.4
2024-07-26T14:00:00.000+02:00,XAUUSD 120 bar#7928 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-07-26T14:00:00.000+02:00,XAUUSD 120 bar#7928 | waiting=true (Long)
2024-07-29T20:00:00.000+02:00,XAUUSD 120 bar#7943 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-07-30T06:00:00.000+02:00,XAUUSD 120 bar#7948 | ADX BLOCK: chart=18.6 daily=24.6 threshold=20
2024-07-30T22:00:00.000+02:00,XAUUSD 120 bar#7956 | ADX PASS: chart=20.9 daily=23.8
2024-08-07T12:00:00.000+02:00,XAUUSD 120 bar#8023 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-08-07T12:00:00.000+02:00,XAUUSD 120 bar#8023 | waiting=true (Long)
2024-08-08T18:00:00.000+02:00,XAUUSD 120 bar#8038 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-08-15T16:00:00.000+02:00,XAUUSD 120 bar#8097 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-08-15T16:00:00.000+02:00,XAUUSD 120 bar#8097 | waiting=true (Long)
2024-08-16T08:00:00.000+02:00,XAUUSD 120 bar#8105 | ADX BLOCK: chart=18.7 daily=18.1 threshold=20
2024-08-16T16:00:00.000+02:00,XAUUSD 120 bar#8109 | ADX PASS: chart=21 daily=18.1
2024-08-16T22:00:00.000+02:00,XAUUSD 120 bar#8112 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-08-21T12:00:00.000+02:00,XAUUSD 120 bar#8143 | ADX BLOCK: chart=19.6 daily=20.1 threshold=20
2024-08-22T18:00:00.000+02:00,XAUUSD 120 bar#8158 | ADX PASS: chart=22.1 daily=20.8
2024-08-23T10:00:00.000+02:00,XAUUSD 120 bar#8166 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-08-23T10:00:00.000+02:00,XAUUSD 120 bar#8166 | waiting=true (Long)
2024-08-26T16:00:00.000+02:00,XAUUSD 120 bar#8181 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-08-27T10:00:00.000+02:00,XAUUSD 120 bar#8190 | ADX BLOCK: chart=19.9 daily=20.5 threshold=20
2024-08-28T16:00:00.000+02:00,XAUUSD 120 bar#8205 | ADX PASS: chart=20.9 daily=20.3
2024-08-29T12:00:00.000+02:00,XAUUSD 120 bar#8215 | ADX BLOCK: chart=19.8 daily=19.8 threshold=20
2024-08-29T14:00:00.000+02:00,XAUUSD 120 bar#8216 | ADX PASS: chart=20.4 daily=19.8
2024-08-29T16:00:00.000+02:00,XAUUSD 120 bar#8217 | ADX BLOCK: chart=19.9 daily=19.8 threshold=20
2024-08-30T22:00:00.000+02:00,XAUUSD 120 bar#8232 | ADX PASS: chart=20.8 daily=18.4
2024-09-03T10:00:00.000+02:00,XAUUSD 120 bar#8249 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-09-03T10:00:00.000+02:00,XAUUSD 120 bar#8249 | waiting=true (Long)
2024-09-04T16:00:00.000+02:00,XAUUSD 120 bar#8264 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-09-04T16:00:00.000+02:00,XAUUSD 120 bar#8264 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-09-09T20:00:00.000+02:00,XAUUSD 120 bar#8302 | SETUP LONG (htf_bullish + pullback + cross + session + ADX)
2024-09-09T20:00:00.000+02:00,XAUUSD 120 bar#8302 | waiting=true (Long)
2024-09-10T16:00:00.000+02:00,XAUUSD 120 bar#8312 | ADX BLOCK: chart=18.9 daily=13.4 threshold=20
2024-09-11T02:00:00.000+02:00,XAUUSD 120 bar#8317 | Timeout: kein Fractal innerhalb 15 Kerzen
2024-09-11T12:00:00.000+02:00,XAUUSD 120 bar#8322 | ADX PASS: chart=20.2 daily=13
2024-09-11T14:00:00.000+02:00,XAUUSD 120 bar#8323 | ADX BLOCK: chart=19.9 daily=13 threshold=20
2024-09-12T18:00:00.000+02:00,XAUUSD 120 bar#8337 | ADX PASS: chart=21.6 daily=13.2
2024-09-18T08:00:00.000+02:00,XAUUSD 120 bar#8380 | ADX BLOCK: chart=19.6 daily=18.7 threshold=20
